date,Year,Month,parish,price_m2,imputed_flag
2018-11-01,2018,11,São Domingos de Benfica,13.5,0
2018-11-01,2018,11,São Vicente,14.8,0
2018-12-01,2018,12,Alvalade,15.5,0
2018-12-01,2018,12,Areeiro,13.4,0
2018-12-01,2018,12,Arroios,14.8,0
2018-12-01,2018,12,Avenidas Novas,16.5,0
2018-12-01,2018,12,Belém,14.9,0
2018-12-01,2018,12,Benfica,13.1,0
2018-12-01,2018,12,Campo de Ourique,15.7,0
2018-12-01,2018,12,Campolide,15.2,0
2018-12-01,2018,12,Estrela,16.4,0
2018-12-01,2018,12,Lumiar,12.1,0
2018-12-01,2018,12,Misericórdia,18.5,0
2018-12-01,2018,12,Parque das Nações,16.9,0
2018-12-01,2018,12,Penha de França,12.9,0
2018-12-01,2018,12,Santa Maria Maior,20.0,0
2018-12-01,2018,12,Santo António,18.7,0
2018-12-01,2018,12,São Domingos de Benfica,13.6,0
2018-12-01,2018,12,São Vicente,15.5,0
2019-01-01,2019,1,Alvalade,15.5,0
2019-01-01,2019,1,Areeiro,13.8,0
2019-01-01,2019,1,Arroios,14.5,0
2019-01-01,2019,1,Avenidas Novas,16.6,0
2019-01-01,2019,1,Belém,15.8,0
2019-01-01,2019,1,Benfica,13.5,0
2019-01-01,2019,1,Campo de Ourique,16.0,0
2019-01-01,2019,1,Campolide,14.9,0
2019-01-01,2019,1,Estrela,16.5,0
2019-01-01,2019,1,Lumiar,12.0,0
2019-01-01,2019,1,Misericórdia,18.5,0
2019-01-01,2019,1,Parque das Nações,16.7,0
2019-01-01,2019,1,Penha de França,12.8,0
2019-01-01,2019,1,Santa Maria Maior,20.0,0
2019-01-01,2019,1,Santo António,19.2,0
2019-01-01,2019,1,São Domingos de Benfica,13.2,0
2019-01-01,2019,1,São Vicente,15.7,0
2019-02-01,2019,2,Alvalade,15.3,0
2019-02-01,2019,2,Areeiro,14.0,0
2019-02-01,2019,2,Arroios,14.9,0
2019-02-01,2019,2,Avenidas Novas,16.6,0
2019-02-01,2019,2,Belém,15.8,0
2019-02-01,2019,2,Benfica,13.2,0
2019-02-01,2019,2,Campo de Ourique,16.2,0
2019-02-01,2019,2,Campolide,15.6,0
2019-02-01,2019,2,Estrela,16.9,0
2019-02-01,2019,2,Lumiar,12.2,0
2019-02-01,2019,2,Misericórdia,18.8,0
2019-02-01,2019,2,Parque das Nações,16.9,0
2019-02-01,2019,2,Penha de França,13.4,0
2019-02-01,2019,2,Santa Maria Maior,19.5,0
2019-02-01,2019,2,Santo António,18.9,0
2019-02-01,2019,2,São Domingos de Benfica,13.2,0
2019-02-01,2019,2,São Vicente,15.6,0
2019-03-01,2019,3,Alvalade,15.5,0
2019-03-01,2019,3,Areeiro,14.1,0
2019-03-01,2019,3,Arroios,14.7,0
2019-03-01,2019,3,Avenidas Novas,16.4,0
2019-03-01,2019,3,Belém,15.9,0
2019-03-01,2019,3,Benfica,12.9,0
2019-03-01,2019,3,Campo de Ourique,16.5,0
2019-03-01,2019,3,Campolide,16.3,0
2019-03-01,2019,3,Estrela,16.4,0
2019-03-01,2019,3,Lumiar,12.5,0
2019-03-01,2019,3,Misericórdia,18.2,0
2019-03-01,2019,3,Parque das Nações,16.5,0
2019-03-01,2019,3,Penha de França,13.0,0
2019-03-01,2019,3,Santa Maria Maior,19.1,0
2019-03-01,2019,3,Santo António,19.0,0
2019-03-01,2019,3,São Domingos de Benfica,13.3,0
2019-03-01,2019,3,São Vicente,16.2,0
2019-04-01,2019,4,Alvalade,15.0,0
2019-04-01,2019,4,Areeiro,13.6,0
2019-04-01,2019,4,Arroios,14.7,0
2019-04-01,2019,4,Avenidas Novas,16.6,0
2019-04-01,2019,4,Belém,15.4,0
2019-04-01,2019,4,Benfica,13.0,0
2019-04-01,2019,4,Campo de Ourique,16.4,0
2019-04-01,2019,4,Campolide,16.9,0
2019-04-01,2019,4,Estrela,16.4,0
2019-04-01,2019,4,Lumiar,12.5,0
2019-04-01,2019,4,Misericórdia,18.1,0
2019-04-01,2019,4,Parque das Nações,15.9,0
2019-04-01,2019,4,Penha de França,13.5,0
2019-04-01,2019,4,Santa Maria Maior,18.3,0
2019-04-01,2019,4,Santo António,18.6,0
2019-04-01,2019,4,São Domingos de Benfica,13.3,0
2019-04-01,2019,4,São Vicente,16.7,0
2019-05-01,2019,5,Alvalade,14.6,0
2019-05-01,2019,5,Areeiro,13.6,0
2019-05-01,2019,5,Arroios,14.8,0
2019-05-01,2019,5,Avenidas Novas,16.4,0
2019-05-01,2019,5,Belém,14.9,0
2019-05-01,2019,5,Benfica,13.2,0
2019-05-01,2019,5,Campo de Ourique,16.7,0
2019-05-01,2019,5,Campolide,16.9,0
2019-05-01,2019,5,Estrela,16.5,0
2019-05-01,2019,5,Lumiar,12.5,0
2019-05-01,2019,5,Misericórdia,18.4,0
2019-05-01,2019,5,Parque das Nações,15.7,0
2019-05-01,2019,5,Penha de França,13.8,0
2019-05-01,2019,5,Santa Maria Maior,18.0,0
2019-05-01,2019,5,Santo António,18.6,0
2019-05-01,2019,5,São Domingos de Benfica,13.3,0
2019-05-01,2019,5,São Vicente,16.5,0
2019-06-01,2019,6,Alvalade,14.4,0
2019-06-01,2019,6,Areeiro,13.7,0
2019-06-01,2019,6,Arroios,15.4,0
2019-06-01,2019,6,Avenidas Novas,15.8,0
2019-06-01,2019,6,Belém,14.8,0
2019-06-01,2019,6,Benfica,13.0,0
2019-06-01,2019,6,Campo de Ourique,16.8,0
2019-06-01,2019,6,Campolide,16.6,0
2019-06-01,2019,6,Estrela,15.7,0
2019-06-01,2019,6,Lumiar,12.7,0
2019-06-01,2019,6,Misericórdia,17.7,0
2019-06-01,2019,6,Parque das Nações,15.7,0
2019-06-01,2019,6,Penha de França,14.1,0
2019-06-01,2019,6,Santa Maria Maior,17.9,0
2019-06-01,2019,6,Santo António,17.9,0
2019-06-01,2019,6,São Domingos de Benfica,13.4,0
2019-06-01,2019,6,São Vicente,15.6,0
2019-07-01,2019,7,Alvalade,14.0,0
2019-07-01,2019,7,Areeiro,13.4,0
2019-07-01,2019,7,Arroios,15.2,0
2019-07-01,2019,7,Avenidas Novas,15.4,0
2019-07-01,2019,7,Belém,14.2,0
2019-07-01,2019,7,Benfica,12.3,0
2019-07-01,2019,7,Campo de Ourique,16.5,0
2019-07-01,2019,7,Campolide,16.1,0
2019-07-01,2019,7,Estrela,15.2,0
2019-07-01,2019,7,Lumiar,12.7,0
2019-07-01,2019,7,Misericórdia,17.1,0
2019-07-01,2019,7,Parque das Nações,15.4,0
2019-07-01,2019,7,Penha de França,13.6,0
2019-07-01,2019,7,Santa Maria Maior,17.0,0
2019-07-01,2019,7,Santo António,17.8,0
2019-07-01,2019,7,São Domingos de Benfica,13.2,0
2019-07-01,2019,7,São Vicente,15.6,0
2019-08-01,2019,8,Alvalade,14.6,0
2019-08-01,2019,8,Areeiro,13.4,0
2019-08-01,2019,8,Arroios,16.0,0
2019-08-01,2019,8,Avenidas Novas,15.0,0
2019-08-01,2019,8,Belém,13.6,0
2019-08-01,2019,8,Benfica,12.2,0
2019-08-01,2019,8,Campo de Ourique,17.0,0
2019-08-01,2019,8,Campolide,15.7,0
2019-08-01,2019,8,Estrela,15.3,0
2019-08-01,2019,8,Lumiar,12.9,0
2019-08-01,2019,8,Misericórdia,17.5,0
2019-08-01,2019,8,Parque das Nações,15.5,0
2019-08-01,2019,8,Penha de França,13.6,0
2019-08-01,2019,8,Santa Maria Maior,16.7,0
2019-08-01,2019,8,Santo António,17.9,0
2019-08-01,2019,8,São Domingos de Benfica,12.9,0
2019-08-01,2019,8,São Vicente,15.2,0
2019-09-01,2019,9,Alvalade,14.7,0
2019-09-01,2019,9,Areeiro,13.6,0
2019-09-01,2019,9,Arroios,16.3,0
2019-09-01,2019,9,Avenidas Novas,14.8,0
2019-09-01,2019,9,Belém,13.4,0
2019-09-01,2019,9,Benfica,11.9,0
2019-09-01,2019,9,Campo de Ourique,17.3,0
2019-09-01,2019,9,Campolide,15.9,0
2019-09-01,2019,9,Estrela,15.8,0
2019-09-01,2019,9,Lumiar,12.8,0
2019-09-01,2019,9,Misericórdia,18.2,0
2019-09-01,2019,9,Parque das Nações,15.7,0
2019-09-01,2019,9,Penha de França,13.7,0
2019-09-01,2019,9,Santa Maria Maior,16.5,0
2019-09-01,2019,9,Santo António,18.0,0
2019-09-01,2019,9,São Domingos de Benfica,13.1,0
2019-09-01,2019,9,São Vicente,16.0,0
2019-10-01,2019,10,Alvalade,14.8,0
2019-10-01,2019,10,Areeiro,13.6,0
2019-10-01,2019,10,Arroios,16.3,0
2019-10-01,2019,10,Avenidas Novas,14.7,0
2019-10-01,2019,10,Belém,14.0,0
2019-10-01,2019,10,Benfica,11.9,0
2019-10-01,2019,10,Campo de Ourique,17.0,0
2019-10-01,2019,10,Campolide,15.5,0
2019-10-01,2019,10,Estrela,15.9,0
2019-10-01,2019,10,Lumiar,12.6,0
2019-10-01,2019,10,Misericórdia,18.0,0
2019-10-01,2019,10,Parque das Nações,16.0,0
2019-10-01,2019,10,Penha de França,13.3,0
2019-10-01,2019,10,Santa Maria Maior,16.8,0
2019-10-01,2019,10,Santo António,17.9,0
2019-10-01,2019,10,São Domingos de Benfica,13.7,0
2019-10-01,2019,10,São Vicente,16.3,0
2019-11-01,2019,11,Alvalade,14.9,0
2019-11-01,2019,11,Areeiro,13.5,0
2019-11-01,2019,11,Arroios,16.2,0
2019-11-01,2019,11,Avenidas Novas,15.0,0
2019-11-01,2019,11,Belém,14.2,0
2019-11-01,2019,11,Benfica,12.5,0
2019-11-01,2019,11,Campo de Ourique,16.5,0
2019-11-01,2019,11,Campolide,14.8,0
2019-11-01,2019,11,Estrela,15.8,0
2019-11-01,2019,11,Lumiar,12.5,0
2019-11-01,2019,11,Misericórdia,17.5,0
2019-11-01,2019,11,Parque das Nações,16.0,0
2019-11-01,2019,11,Penha de França,13.3,0
2019-11-01,2019,11,Santa Maria Maior,17.9,0
2019-11-01,2019,11,Santo António,18.0,0
2019-11-01,2019,11,São Domingos de Benfica,13.8,0
2019-11-01,2019,11,São Vicente,16.0,0
2019-12-01,2019,12,Alvalade,14.7,0
2019-12-01,2019,12,Areeiro,13.3,0
2019-12-01,2019,12,Arroios,15.7,0
2019-12-01,2019,12,Avenidas Novas,15.4,0
2019-12-01,2019,12,Belém,13.7,0
2019-12-01,2019,12,Benfica,12.5,0
2019-12-01,2019,12,Campo de Ourique,16.6,0
2019-12-01,2019,12,Campolide,14.8,0
2019-12-01,2019,12,Estrela,15.8,0
2019-12-01,2019,12,Lumiar,12.5,0
2019-12-01,2019,12,Misericórdia,17.2,0
2019-12-01,2019,12,Parque das Nações,15.9,0
2019-12-01,2019,12,Penha de França,13.1,0
2019-12-01,2019,12,Santa Maria Maior,18.2,0
2019-12-01,2019,12,Santo António,18.0,0
2019-12-01,2019,12,São Domingos de Benfica,13.7,0
2019-12-01,2019,12,São Vicente,15.6,0
2020-01-01,2020,1,Alvalade,14.4,0
2020-01-01,2020,1,Areeiro,12.9,0
2020-01-01,2020,1,Arroios,15.8,0
2020-01-01,2020,1,Avenidas Novas,15.0,0
2020-01-01,2020,1,Belém,13.9,0
2020-01-01,2020,1,Benfica,12.3,0
2020-01-01,2020,1,Campo de Ourique,16.3,0
2020-01-01,2020,1,Campolide,14.7,0
2020-01-01,2020,1,Estrela,15.7,0
2020-01-01,2020,1,Lumiar,12.6,0
2020-01-01,2020,1,Misericórdia,17.6,0
2020-01-01,2020,1,Parque das Nações,15.7,0
2020-01-01,2020,1,Penha de França,13.3,0
2020-01-01,2020,1,Santa Maria Maior,17.9,0
2020-01-01,2020,1,Santo António,18.5,0
2020-01-01,2020,1,São Domingos de Benfica,13.5,0
2020-01-01,2020,1,São Vicente,15.6,0
2020-02-01,2020,2,Alvalade,14.0,0
2020-02-01,2020,2,Areeiro,12.8,0
2020-02-01,2020,2,Arroios,15.7,0
2020-02-01,2020,2,Avenidas Novas,15.0,0
2020-02-01,2020,2,Belém,14.6,0
2020-02-01,2020,2,Benfica,12.3,0
2020-02-01,2020,2,Campo de Ourique,15.9,0
2020-02-01,2020,2,Campolide,14.7,0
2020-02-01,2020,2,Estrela,15.6,0
2020-02-01,2020,2,Lumiar,12.5,0
2020-02-01,2020,2,Misericórdia,18.0,0
2020-02-01,2020,2,Parque das Nações,15.4,0
2020-02-01,2020,2,Penha de França,13.7,0
2020-02-01,2020,2,Santa Maria Maior,17.5,0
2020-02-01,2020,2,Santo António,18.0,0
2020-02-01,2020,2,São Domingos de Benfica,13.7,0
2020-02-01,2020,2,São Vicente,15.8,0
2020-03-01,2020,3,Alvalade,14.0,0
2020-03-01,2020,3,Areeiro,13.1,0
2020-03-01,2020,3,Arroios,15.6,0
2020-03-01,2020,3,Avenidas Novas,15.8,0
2020-03-01,2020,3,Belém,15.2,0
2020-03-01,2020,3,Benfica,12.4,0
2020-03-01,2020,3,Campo de Ourique,15.8,0
2020-03-01,2020,3,Campolide,14.7,0
2020-03-01,2020,3,Estrela,15.5,0
2020-03-01,2020,3,Lumiar,12.5,0
2020-03-01,2020,3,Misericórdia,18.2,0
2020-03-01,2020,3,Parque das Nações,15.4,0
2020-03-01,2020,3,Penha de França,13.9,0
2020-03-01,2020,3,Santa Maria Maior,17.1,0
2020-03-01,2020,3,Santo António,18.0,0
2020-03-01,2020,3,São Domingos de Benfica,13.5,0
2020-03-01,2020,3,São Vicente,15.6,0
2020-04-01,2020,4,Alvalade,14.1,0
2020-04-01,2020,4,Areeiro,13.3,0
2020-04-01,2020,4,Arroios,15.3,0
2020-04-01,2020,4,Avenidas Novas,15.8,0
2020-04-01,2020,4,Belém,15.2,0
2020-04-01,2020,4,Benfica,12.7,0
2020-04-01,2020,4,Campo de Ourique,16.0,0
2020-04-01,2020,4,Campolide,15.3,0
2020-04-01,2020,4,Estrela,15.3,0
2020-04-01,2020,4,Lumiar,12.4,0
2020-04-01,2020,4,Misericórdia,17.9,0
2020-04-01,2020,4,Parque das Nações,15.8,0
2020-04-01,2020,4,Penha de França,14.3,0
2020-04-01,2020,4,Santa Maria Maior,16.7,0
2020-04-01,2020,4,Santo António,17.6,0
2020-04-01,2020,4,São Domingos de Benfica,13.8,0
2020-04-01,2020,4,São Vicente,15.5,0
2020-05-01,2020,5,Alvalade,14.0,0
2020-05-01,2020,5,Areeiro,13.3,0
2020-05-01,2020,5,Arroios,15.0,0
2020-05-01,2020,5,Avenidas Novas,15.7,0
2020-05-01,2020,5,Belém,15.2,0
2020-05-01,2020,5,Benfica,12.9,0
2020-05-01,2020,5,Campo de Ourique,15.7,0
2020-05-01,2020,5,Campolide,15.7,0
2020-05-01,2020,5,Estrela,15.0,0
2020-05-01,2020,5,Lumiar,12.2,0
2020-05-01,2020,5,Misericórdia,16.2,0
2020-05-01,2020,5,Parque das Nações,15.4,0
2020-05-01,2020,5,Penha de França,14.6,0
2020-05-01,2020,5,Santa Maria Maior,16.1,0
2020-05-01,2020,5,Santo António,16.6,0
2020-05-01,2020,5,São Domingos de Benfica,12.9,0
2020-05-01,2020,5,São Vicente,15.0,0
2020-06-01,2020,6,Alvalade,13.4,0
2020-06-01,2020,6,Areeiro,13.2,0
2020-06-01,2020,6,Arroios,14.6,0
2020-06-01,2020,6,Avenidas Novas,15.3,0
2020-06-01,2020,6,Belém,15.0,0
2020-06-01,2020,6,Benfica,12.4,0
2020-06-01,2020,6,Campo de Ourique,15.6,0
2020-06-01,2020,6,Campolide,15.7,0
2020-06-01,2020,6,Estrela,14.9,0
2020-06-01,2020,6,Lumiar,11.9,0
2020-06-01,2020,6,Misericórdia,15.8,0
2020-06-01,2020,6,Parque das Nações,14.7,0
2020-06-01,2020,6,Penha de França,13.5,0
2020-06-01,2020,6,Santa Maria Maior,15.7,0
2020-06-01,2020,6,Santo António,15.7,0
2020-06-01,2020,6,São Domingos de Benfica,12.4,0
2020-06-01,2020,6,São Vicente,14.4,0
2020-07-01,2020,7,Alvalade,13.3,0
2020-07-01,2020,7,Areeiro,12.8,0
2020-07-01,2020,7,Arroios,14.2,0
2020-07-01,2020,7,Avenidas Novas,14.8,0
2020-07-01,2020,7,Belém,15.1,0
2020-07-01,2020,7,Benfica,11.7,0
2020-07-01,2020,7,Campo de Ourique,15.6,0
2020-07-01,2020,7,Campolide,15.2,0
2020-07-01,2020,7,Estrela,14.7,0
2020-07-01,2020,7,Lumiar,11.8,0
2020-07-01,2020,7,Misericórdia,15.9,0
2020-07-01,2020,7,Parque das Nações,14.4,0
2020-07-01,2020,7,Penha de França,13.0,0
2020-07-01,2020,7,Santa Maria Maior,16.0,0
2020-07-01,2020,7,Santo António,15.7,0
2020-07-01,2020,7,São Domingos de Benfica,12.5,0
2020-07-01,2020,7,São Vicente,14.2,0
2020-08-01,2020,8,Alvalade,13.3,0
2020-08-01,2020,8,Areeiro,12.5,0
2020-08-01,2020,8,Arroios,14.1,0
2020-08-01,2020,8,Avenidas Novas,14.8,0
2020-08-01,2020,8,Belém,14.9,0
2020-08-01,2020,8,Benfica,11.5,0
2020-08-01,2020,8,Campo de Ourique,15.0,0
2020-08-01,2020,8,Campolide,14.7,0
2020-08-01,2020,8,Estrela,14.5,0
2020-08-01,2020,8,Lumiar,11.8,0
2020-08-01,2020,8,Misericórdia,16.0,0
2020-08-01,2020,8,Parque das Nações,14.0,0
2020-08-01,2020,8,Penha de França,12.8,0
2020-08-01,2020,8,Santa Maria Maior,16.1,0
2020-08-01,2020,8,Santo António,15.7,0
2020-08-01,2020,8,São Domingos de Benfica,12.9,0
2020-08-01,2020,8,São Vicente,14.5,0
2020-09-01,2020,9,Alvalade,13.3,0
2020-09-01,2020,9,Areeiro,12.3,0
2020-09-01,2020,9,Arroios,13.8,0
2020-09-01,2020,9,Avenidas Novas,14.7,0
2020-09-01,2020,9,Belém,14.9,0
2020-09-01,2020,9,Benfica,11.6,0
2020-09-01,2020,9,Campo de Ourique,15.0,0
2020-09-01,2020,9,Campolide,14.5,0
2020-09-01,2020,9,Estrela,14.4,0
2020-09-01,2020,9,Lumiar,11.8,0
2020-09-01,2020,9,Misericórdia,15.9,0
2020-09-01,2020,9,Parque das Nações,13.9,0
2020-09-01,2020,9,Penha de França,12.7,0
2020-09-01,2020,9,Santa Maria Maior,16.2,0
2020-09-01,2020,9,Santo António,15.9,0
2020-09-01,2020,9,São Domingos de Benfica,12.8,0
2020-09-01,2020,9,São Vicente,14.1,0
2020-10-01,2020,10,Alvalade,13.3,0
2020-10-01,2020,10,Areeiro,12.5,0
2020-10-01,2020,10,Arroios,14.3,0
2020-10-01,2020,10,Avenidas Novas,14.5,0
2020-10-01,2020,10,Belém,14.5,0
2020-10-01,2020,10,Benfica,11.7,0
2020-10-01,2020,10,Campo de Ourique,15.0,0
2020-10-01,2020,10,Campolide,14.2,0
2020-10-01,2020,10,Estrela,14.3,0
2020-10-01,2020,10,Lumiar,11.7,0
2020-10-01,2020,10,Misericórdia,16.1,0
2020-10-01,2020,10,Parque das Nações,14.2,0
2020-10-01,2020,10,Penha de França,12.5,0
2020-10-01,2020,10,Santa Maria Maior,16.3,0
2020-10-01,2020,10,Santo António,15.8,0
2020-10-01,2020,10,São Domingos de Benfica,12.5,0
2020-10-01,2020,10,São Vicente,13.8,0
2020-11-01,2020,11,Alvalade,13.2,0
2020-11-01,2020,11,Areeiro,12.2,0
2020-11-01,2020,11,Arroios,13.8,0
2020-11-01,2020,11,Avenidas Novas,14.3,0
2020-11-01,2020,11,Belém,14.2,0
2020-11-01,2020,11,Benfica,11.8,0
2020-11-01,2020,11,Campo de Ourique,15.0,0
2020-11-01,2020,11,Campolide,14.0,0
2020-11-01,2020,11,Estrela,14.4,0
2020-11-01,2020,11,Lumiar,11.6,0
2020-11-01,2020,11,Misericórdia,16.2,0
2020-11-01,2020,11,Parque das Nações,14.3,0
2020-11-01,2020,11,Penha de França,12.4,0
2020-11-01,2020,11,Santa Maria Maior,16.2,0
2020-11-01,2020,11,Santo António,16.1,0
2020-11-01,2020,11,São Domingos de Benfica,12.5,0
2020-11-01,2020,11,São Vicente,13.5,0
2020-12-01,2020,12,Alvalade,13.1,0
2020-12-01,2020,12,Areeiro,12.3,0
2020-12-01,2020,12,Arroios,13.5,0
2020-12-01,2020,12,Avenidas Novas,14.2,0
2020-12-01,2020,12,Belém,13.9,0
2020-12-01,2020,12,Benfica,11.9,0
2020-12-01,2020,12,Campo de Ourique,15.0,0
2020-12-01,2020,12,Campolide,13.9,0
2020-12-01,2020,12,Estrela,14.3,0
2020-12-01,2020,12,Lumiar,11.3,0
2020-12-01,2020,12,Misericórdia,16.2,0
2020-12-01,2020,12,Parque das Nações,14.1,0
2020-12-01,2020,12,Penha de França,12.1,0
2020-12-01,2020,12,Santa Maria Maior,16.1,0
2020-12-01,2020,12,Santo António,16.4,0
2020-12-01,2020,12,São Domingos de Benfica,12.4,0
2020-12-01,2020,12,São Vicente,13.9,0
2021-01-01,2021,1,Alvalade,12.9,0
2021-01-01,2021,1,Areeiro,12.1,0
2021-01-01,2021,1,Arroios,13.3,0
2021-01-01,2021,1,Avenidas Novas,14.1,0
2021-01-01,2021,1,Belém,13.8,0
2021-01-01,2021,1,Benfica,12.1,0
2021-01-01,2021,1,Campo de Ourique,15.0,0
2021-01-01,2021,1,Campolide,13.6,0
2021-01-01,2021,1,Estrela,14.2,0
2021-01-01,2021,1,Lumiar,11.2,0
2021-01-01,2021,1,Misericórdia,15.9,0
2021-01-01,2021,1,Parque das Nações,13.8,0
2021-01-01,2021,1,Penha de França,12.1,0
2021-01-01,2021,1,Santa Maria Maior,16.1,0
2021-01-01,2021,1,Santo António,16.6,0
2021-01-01,2021,1,São Domingos de Benfica,12.0,0
2021-01-01,2021,1,São Vicente,14.3,0
2021-02-01,2021,2,Alvalade,13.1,0
2021-02-01,2021,2,Areeiro,11.9,0
2021-02-01,2021,2,Arroios,13.5,0
2021-02-01,2021,2,Avenidas Novas,14.2,0
2021-02-01,2021,2,Belém,13.4,0
2021-02-01,2021,2,Benfica,11.7,0
2021-02-01,2021,2,Campo de Ourique,14.8,0
2021-02-01,2021,2,Campolide,13.2,0
2021-02-01,2021,2,Estrela,14.2,0
2021-02-01,2021,2,Lumiar,11.2,0
2021-02-01,2021,2,Misericórdia,15.9,0
2021-02-01,2021,2,Parque das Nações,13.5,0
2021-02-01,2021,2,Penha de França,12.3,0
2021-02-01,2021,2,Santa Maria Maior,16.1,0
2021-02-01,2021,2,Santo António,16.3,0
2021-02-01,2021,2,São Domingos de Benfica,12.0,0
2021-02-01,2021,2,São Vicente,14.2,0
2021-03-01,2021,3,Alvalade,13.1,0
2021-03-01,2021,3,Areeiro,11.7,0
2021-03-01,2021,3,Arroios,13.6,0
2021-03-01,2021,3,Avenidas Novas,14.1,0
2021-03-01,2021,3,Belém,13.3,0
2021-03-01,2021,3,Benfica,11.4,0
2021-03-01,2021,3,Campo de Ourique,14.5,0
2021-03-01,2021,3,Campolide,13.2,0
2021-03-01,2021,3,Estrela,14.2,0
2021-03-01,2021,3,Lumiar,11.2,0
2021-03-01,2021,3,Misericórdia,15.8,0
2021-03-01,2021,3,Parque das Nações,13.3,0
2021-03-01,2021,3,Penha de França,12.1,0
2021-03-01,2021,3,Santa Maria Maior,16.0,0
2021-03-01,2021,3,Santo António,16.2,0
